restaurant_name,price_level,restaurant_rating,cuisine,trip_advisor_url,address
839. Adams Beer Garden,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46783-d4731426-Reviews-Adams_Beer_Garden-Rockaway_Morris_County_New_Jersey.html,"123 Hibernia Ave, Rockaway, NJ 07866-2619"
840. R B Deli,,5.0,,https://www.tripadvisor.com/Restaurant_Review-g46540-d5091297-Reviews-R_B_Deli-Kenvil_Morris_County_New_Jersey.html,"712 US Highway 46 No 46, Kenvil, NJ 07847-2629"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
841. Chanos Latin Kitchen,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46748-d19881912-Reviews-Chanos_Latin_Kitchen-Pompton_Plains_Morris_County_New_Jersey.html,"574 Newark Pompton Turnpike, Pompton Plains, NJ 07444-1746"
842. Hunan Noodle House,$$ - $$$,3.5,"Chinese, Asian",https://www.tripadvisor.com/Restaurant_Review-g46715-d954237-Reviews-Hunan_Noodle_House-Parsippany_Morris_County_New_Jersey.html,"1551 Route 46 East, Parsippany, NJ"
843. El Rincon Colombiano,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46715-d4653934-Reviews-El_Rincon_Colombiano-Parsippany_Morris_County_New_Jersey.html,"295 Parsippany Rd Ste A, Parsippany, NJ 07054-5175"
844. Villa Pizza,,3.5,Menu,https://www.tripadvisor.com/Restaurant_Review-g46783-d5076737-Reviews-Villa_Pizza-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave Ste 1028A, Rockaway, NJ 07866-2130"
845. Bistecca Restaurant & Bar,$$ - $$$,3.0,"Bar, Pub",https://www.tripadvisor.com/Restaurant_Review-g46715-d4765991-Reviews-Bistecca_Restaurant_Bar-Parsippany_Morris_County_New_Jersey.html,"909 Parsippany Blvd, Parsippany, NJ 07054-1277"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
846. Freshii,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46644-d19949340-Reviews-Freshii-Morris_Plains_Morris_County_New_Jersey.html,"1767 Nj-10, Morris Plains, NJ 07950"
847. Godiva Chocolatier,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46783-d15253065-Reviews-Godiva_Chocolatier-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave, Rockaway, NJ 07866"
848. Mysore Woodlands,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46715-d6563541-Reviews-Mysore_Woodlands-Parsippany_Morris_County_New_Jersey.html,"296 US Highway 46, Parsippany, NJ 07054-2313"
849. Auntie Anne's,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46783-d19634724-Reviews-Auntie_Anne_s-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave Ste 1048, Rockaway, NJ 07866-2130"
850. Manhattan Lounge,$$ - $$$,4.0,"Italian, American",https://www.tripadvisor.com/Restaurant_Review-g46748-d17234215-Reviews-Manhattan_Lounge-Pompton_Plains_Morris_County_New_Jersey.html,"140 Route 23 North Inside Baymont Inn, Pompton Plains, NJ 07444-2015"
851. Jersey Mike's Subs,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46355-d19478294-Reviews-Jersey_Mike_s_Subs-Chester_Morris_County_New_Jersey.html,"390 US Highway 206, Chester, NJ 07930-2071"
852. Madison Wok,$,3.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46588-d4478552-Reviews-Madison_Wok-Madison_Morris_County_New_Jersey.html,"300 Main St Ste 25, Madison, NJ 07940-2369"
853. Asian Kawa,,3.5,Japanese,https://www.tripadvisor.com/Restaurant_Review-g46872-d12389984-Reviews-Asian_Kawa-Towaco_Montville_Morris_County_New_Jersey.html,"652 Main Rd, Towaco, Montville, NJ 07082-1290"
854. Subway,,4.0,Deli,https://www.tripadvisor.com/Restaurant_Review-g46783-d4649829-Reviews-Subway-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave, Rockaway, NJ 07866-2130"
855. Master Wok,,3.5,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46783-d5493858-Reviews-Master_Wok-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave Ste 2108, Rockaway, NJ 07866-2130"
856. Mendham Bagel & Coffee Shop,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46612-d19175236-Reviews-Mendham_Bagel_Coffee_Shop-Mendham_Morris_County_New_Jersey.html,"88 E Main St Kings Plaza, Mendham, NJ 07945-1832"
"857. Galapagos Restaurant Morristown, New Jersey",,4.0,"South American, Central American",https://www.tripadvisor.com/Restaurant_Review-g60906-d17452401-Reviews-Galapagos_Restaurant_Morristown_New_Jersey-Morristown_Morris_County_New_Jersey.html,"98 Speedwell Ave, Morristown, NJ 07960-3845"
858. Bubbakoo's Burritos,$,4.0,"Mexican, American",https://www.tripadvisor.com/Restaurant_Review-g46715-d17812237-Reviews-Bubbakoo_s_Burritos-Parsippany_Morris_County_New_Jersey.html,"3079 Us-46, Parsippany, NJ 07054-1233"
859. Bernie's,,4.0,"Bar, Pub",https://www.tripadvisor.com/Restaurant_Review-g46355-d4711598-Reviews-Bernie_s-Chester_Morris_County_New_Jersey.html,"125 Hillside Rd, Chester, NJ 07930-2131"
860. Dunkin',,4.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46854-d17832016-Reviews-Dunkin-Succasunna_Morris_County_New_Jersey.html,"57 State Route 10 E, Succasunna, NJ 07876"
861. 7-Eleven,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46547-d13841373-Reviews-7_Eleven-Lake_Hiawatha_Morris_County_New_Jersey.html,"31 N Beverwyck Rd, Lake Hiawatha, NJ 07034-2501"
862. Subway,,5.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46778-d4822491-Reviews-Subway-Riverdale_Morris_County_New_Jersey.html,"48 State Rt 23, Riverdale, NJ 07457"
863. Pizza & Bagels 24,,5.0,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46355-d6869326-Reviews-Pizza_Bagels_24-Chester_Morris_County_New_Jersey.html,"324 State Route 24 Unit 2, Chester, NJ 07930-2631"
864. Melt Shop,$$ - $$$,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g46783-d15361185-Reviews-Melt_Shop-Rockaway_Morris_County_New_Jersey.html,"301 Mount Hope Ave Rockaway Townsquare Mall, Space 2110, Rockaway, NJ 07866-2130"
865. Shogun Wok Rockaway,$,3.5,Japanese,https://www.tripadvisor.com/Restaurant_Review-g46783-d4656548-Reviews-Shogun_Wok_Rockaway-Rockaway_Morris_County_New_Jersey.html,"286 US Highway 46 Ste 2, Rockaway, NJ 07866-3800"
866. Burger King,,3.5,Menu,https://www.tripadvisor.com/Restaurant_Review-g46438-d5087774-Reviews-Burger_King-Flanders_Morris_County_New_Jersey.html,"Route 10 E & Hillside Ave, Flanders, NJ 07876"
867. Cullins Cafe,$,3.5,"Fast Food, Deli",https://www.tripadvisor.com/Restaurant_Review-g60906-d5571934-Reviews-Cullins_Cafe-Morristown_Morris_County_New_Jersey.html,"25 Headquarters Plz, Morristown, NJ 07960-3963"
868. Jersey Mike's Subs,$$ - $$$,3.5,American,https://www.tripadvisor.com/Restaurant_Review-g46397-d14110534-Reviews-Jersey_Mike_s_Subs-Dover_Morris_County_New_Jersey.html,"437 US Highway 46, Dover, NJ 07801-3709"
869. Khan Kabab House,,3.5,Menu,https://www.tripadvisor.com/Restaurant_Review-g46715-d4518056-Reviews-Khan_Kabab_House-Parsippany_Morris_County_New_Jersey.html,"142 US Highway 46 Suite B, Parsippany, NJ 07054-2312"
870. Wing Lee Kitchen,$,3.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46901-d11931471-Reviews-Wing_Lee_Kitchen-Washington_Township_Morris_County_New_Jersey.html,"301 Pascack Rd Shopping Center, Washington Township, NJ 07676-4809"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
871. Hava G'day Cafe,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46588-d5050005-Reviews-Hava_G_day_Cafe-Madison_Morris_County_New_Jersey.html,"Madison Train Station, Madison, NJ 07940"
872. KInnelon Pizza,,3.5,Menu,https://www.tripadvisor.com/Restaurant_Review-g46543-d15851764-Reviews-KInnelon_Pizza-Kinnelon_Morris_County_New_Jersey.html,"25 Kinnelon Rd, Kinnelon, NJ 07405-2337"
873. Moe's Florham Park Southwest Food,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46441-d15170182-Reviews-Moe_s_Florham_Park_Southwest_Food-Florham_Park_Morris_County_New_Jersey.html,"177 Columbia Tpk, Florham Park, NJ 07932-1350"
874. Circle Farm Sushi,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46727-d15598538-Reviews-Circle_Farm_Sushi-Pequannock_Morris_County_New_Jersey.html,"950 Route 23 North, Pequannock, NJ 07440"
875. Shahi Restaurant,,5.0,"Middle Eastern, Pakistani",https://www.tripadvisor.com/Restaurant_Review-g46547-d4921208-Reviews-Shahi_Restaurant-Lake_Hiawatha_Morris_County_New_Jersey.html,"61 N Beverwyck Rd, Lake Hiawatha, NJ 07034-2601"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
876. Rumors,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46552-d5540662-Reviews-Rumors-Landing_Morris_County_New_Jersey.html,"130 Landing Rd, Landing, NJ 07850-1517"
877. 7-Eleven,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46552-d13842902-Reviews-7_Eleven-Landing_Morris_County_New_Jersey.html,"138 Lakeside Blvd, Landing, NJ 07850-1119"
878. Travelers Diner,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46397-d15212055-Reviews-Travelers_Diner-Dover_Morris_County_New_Jersey.html,"150 E McFarlan St, Dover, NJ 07801-3552"
879. Frutta Bowls,,4.0,Healthy,https://www.tripadvisor.com/Restaurant_Review-g46588-d15068748-Reviews-Frutta_Bowls-Madison_Morris_County_New_Jersey.html,"57 Main St, Madison, NJ 07940-1830"
880. My Cousin Vinnie's Deli,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46925-d5032317-Reviews-My_Cousin_Vinnie_s_Deli-Whippany_Morris_County_New_Jersey.html,"27 Reynolds Ave, Whippany, NJ 07981-1210"
881. La Casa de Pollo,,3.5,Spanish,https://www.tripadvisor.com/Restaurant_Review-g60906-d2665373-Reviews-La_Casa_de_Pollo-Morristown_Morris_County_New_Jersey.html,"104 Speedwell Ave Ste 1, Morristown, NJ 07960-9582"
882. Jimmy's Pizzeria,,4.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46715-d13381034-Reviews-Jimmy_s_Pizzeria-Parsippany_Morris_County_New_Jersey.html,"180 Parsippany Rd, Parsippany, NJ 07054-4708"
883. Urusi The Taste of South India,$,3.5,Indian,https://www.tripadvisor.com/Restaurant_Review-g46783-d7824105-Reviews-Urusi_The_Taste_of_South_India-Rockaway_Morris_County_New_Jersey.html,"286 US Highway 46 Unit #1, Rockaway, NJ 07866-3800"
884. Cental Lunch,,5.0,American,https://www.tripadvisor.com/Restaurant_Review-g46588-d3672969-Reviews-Cental_Lunch-Madison_Morris_County_New_Jersey.html,"13 Central Ave, Madison, NJ 07940-1812"
885. Popeyes Louisiana Kitchen,,3.5,"American, Fast Food",https://www.tripadvisor.com/Restaurant_Review-g46397-d17556572-Reviews-Popeyes_Louisiana_Kitchen-Dover_Morris_County_New_Jersey.html,"437 Route 46 East, Dover, NJ 07801"
886. Candylicious,,4.0,"European, Danish",https://www.tripadvisor.com/Restaurant_Review-g46764-d4881518-Reviews-Candylicious-Randolph_Morris_County_New_Jersey.html,"Route 10 west, Randolph, NJ"
887. Domino's Pizza,,3.5,Pizza,https://www.tripadvisor.com/Restaurant_Review-g60906-d4658923-Reviews-Domino_s_Pizza-Morristown_Morris_County_New_Jersey.html,"147 Speedwell Ave, Morristown, NJ 07960-3879"
888. Towaco B & R Deli,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46872-d4654537-Reviews-Towaco_B_R_Deli-Towaco_Montville_Morris_County_New_Jersey.html,"634 Main Rd, Towaco, Montville, NJ 07082-1245"
889. Hong Kong Chinese Restuarant,,4.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46569-d4593330-Reviews-Hong_Kong_Chinese_Restuarant-Lincoln_Park_Morris_County_New_Jersey.html,"192 Main St, Lincoln Park, NJ 07035-1716"
890. Fotia Mediterranean Restaurant,,3.5,Greek,https://www.tripadvisor.com/Restaurant_Review-g46401-d6535785-Reviews-Fotia_Mediterranean_Restaurant-East_Hanover_Morris_County_New_Jersey.html,"1 Health Plz Bldg 335, East Hanover, NJ 07936-1016"
891. Cafe at the Meadows,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46569-d4628662-Reviews-Cafe_at_the_Meadows-Lincoln_Park_Morris_County_New_Jersey.html,"79 Two Bridges Rd, Lincoln Park, NJ 07035-2701"
892. Subway,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46352-d4403751-Reviews-Subway-Chatham_Morris_County_New_Jersey.html,"641 Shunpike Rd, Chatham, NJ 07928-1567"
893. QDOBA Mexican Eats,,3.0,Mexican,https://www.tripadvisor.com/Restaurant_Review-g46441-d3504533-Reviews-QDOBA_Mexican_Eats-Florham_Park_Morris_County_New_Jersey.html,"176 Columbia Tpke, Florham Park, NJ 07932"
894. Spanish Grill Churrasqueria,,5.0,Spanish,https://www.tripadvisor.com/Restaurant_Review-g46733-d2148209-Reviews-Spanish_Grill_Churrasqueria-Pine_Brook_Montville_Morris_County_New_Jersey.html,"101 US Highway 46, Pine Brook, Montville, NJ 07058-9379"
895. Nonna Pizzeria,$$ - $$$,3.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46924-d9699712-Reviews-Nonna_Pizzeria-Wharton_Morris_County_New_Jersey.html,"312 S Main St, Wharton, NJ 07885-2012"
896. Sam's Deli 2,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46783-d4842051-Reviews-Sam_s_Deli_2-Rockaway_Morris_County_New_Jersey.html,"435 Green Pond Rd, Rockaway, NJ 07866-4230"
897. Pizza Hut,,4.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46315-d5058859-Reviews-Pizza_Hut-Boonton_Morris_County_New_Jersey.html,"720 Myrtle Ave Boonton Lanes, Boonton, NJ 07005-1918"
898. New Hong Kong Kitchen,,3.5,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46397-d4685452-Reviews-New_Hong_Kong_Kitchen-Dover_Morris_County_New_Jersey.html,"61 E Blackwell St, Dover, NJ 07801-4000"
899. Dunkin' Donuts,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46335-d4517093-Reviews-Dunkin_Donuts-Butler_Morris_County_New_Jersey.html,"301 Main St, Butler, NJ 07405-1009"
900. Popeyes Louisiana Kitchen,,3.5,Fast Food,https://www.tripadvisor.com/Restaurant_Review-g46783-d5109289-Reviews-Popeyes_Louisiana_Kitchen-Rockaway_Morris_County_New_Jersey.html,"301 Mt Hope Road Rockaway Townsquare Mall - Suite 2109, Rockaway, NJ 07866"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
901. Manhattan Bagel,,3.5,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46924-d12950688-Reviews-Manhattan_Bagel-Wharton_Morris_County_New_Jersey.html,"321 Route 15, Wharton, NJ 07885"
902. Toscana Pizza Restaurant,,4.0,,https://www.tripadvisor.com/Restaurant_Review-g46629-d4976018-Reviews-Toscana_Pizza_Restaurant-Mine_Hill_Morris_County_New_Jersey.html,"271 US Highway 46, Mine Hill, NJ 07803-3029"
903. Bliss Famous Pizza & Wings,,3.5,"Italian, Pizza",https://www.tripadvisor.com/Restaurant_Review-g46715-d7622320-Reviews-Bliss_Famous_Pizza_Wings-Parsippany_Morris_County_New_Jersey.html,"71 New Rd, Parsippany, NJ 07054-4206"
904. Mr Bruno's Pizzeria and Restaurant,,4.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46401-d4313332-Reviews-Mr_Bruno_s_Pizzeria_and_Restaurant-East_Hanover_Morris_County_New_Jersey.html,"240 State Route 10, East Hanover, NJ 07936-2614"
905. Domino's Pizza,,3.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46563-d4539354-Reviews-Domino_s_Pizza-Ledgewood_Morris_County_New_Jersey.html,"1103 US Highway 46, Ledgewood, NJ 07852-9738"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
906. Ravello,,3.5,Italian,https://www.tripadvisor.com/Restaurant_Review-g46401-d13286932-Reviews-Ravello-East_Hanover_Morris_County_New_Jersey.html,"138 Eagle Rock Ave, East Hanover, NJ 07936-3160"
907. Sabretti's,$,3.0,American,https://www.tripadvisor.com/Restaurant_Review-g46563-d14792862-Reviews-Sabretti_s-Ledgewood_Morris_County_New_Jersey.html,"1451 Route 46 West Unit 1, Ledgewood, NJ 07843-1366"
908. House of Kabob,,4.0,Middle Eastern,https://www.tripadvisor.com/Restaurant_Review-g46315-d4358545-Reviews-House_of_Kabob-Boonton_Morris_County_New_Jersey.html,"315 Main St, Boonton, NJ 07005-1739"
909. American and Mexican Grill,,3.5,Mexican,https://www.tripadvisor.com/Restaurant_Review-g60906-d4066330-Reviews-American_and_Mexican_Grill-Morristown_Morris_County_New_Jersey.html,"30 Lafayette Ave, Morristown, NJ 07960-4177"
910. Eclectic Grill,$$ - $$$,4.0,American,https://www.tripadvisor.com/Restaurant_Review-g60906-d459451-Reviews-Eclectic_Grill-Morristown_Morris_County_New_Jersey.html,"3 Speedwell Ave, Morristown, NJ 07960-6838"
911. The Health Shoppes,,3.5,Healthy,https://www.tripadvisor.com/Restaurant_Review-g60906-d2645722-Reviews-The_Health_Shoppes-Morristown_Morris_County_New_Jersey.html,"Midtown Shopping Center 66 Morris Street, Morristown, NJ"
912. Panda World,,3.5,,https://www.tripadvisor.com/Restaurant_Review-g46335-d4635608-Reviews-Panda_World-Butler_Morris_County_New_Jersey.html,"16 Main St, Butler, NJ 07405-1006"
913. Quick & Delicious By Mamma Floras,,4.5,"Italian, American",https://www.tripadvisor.com/Restaurant_Review-g46401-d3134639-Reviews-Quick_Delicious_By_Mamma_Floras-East_Hanover_Morris_County_New_Jersey.html,"528 Wrightstown Sykesville Rd, East Hanover, NJ 08562-1535"
914. Junior's Pizza & Subs-Kebab House,,3.0,Italian,https://www.tripadvisor.com/Restaurant_Review-g46315-d4617011-Reviews-Junior_s_Pizza_Subs_Kebab_House-Boonton_Morris_County_New_Jersey.html,"600 Myrtle Ave, Boonton, NJ 07005-1940"
915. Burger King,,3.0,$,https://www.tripadvisor.com/Restaurant_Review-g46401-d4278524-Reviews-Burger_King-East_Hanover_Morris_County_New_Jersey.html,"223 State Route 10, East Hanover, NJ 07936-2605"
916. Curbside Cafe,$,3.5,American,https://www.tripadvisor.com/Restaurant_Review-g46715-d5482401-Reviews-Curbside_Cafe-Parsippany_Morris_County_New_Jersey.html,"100 US Highway 46, Parsippany, NJ 07054-2312"
917. Dunkin',,3.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g60906-d12538901-Reviews-Dunkin-Morristown_Morris_County_New_Jersey.html,"59-61 Morris St, Morristown, NJ 07960"
918. Mehndi: The Art of Indian Dining,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g60906-d15169906-Reviews-Mehndi_The_Art_of_Indian_Dining-Morristown_Morris_County_New_Jersey.html,"3 Speedwell Ave, Morristown, NJ 07960-6838"
919. Subway,,3.0,"American, Fast Food",https://www.tripadvisor.com/Restaurant_Review-g46438-d5108747-Reviews-Subway-Flanders_Morris_County_New_Jersey.html,"293 US Highway 206 Unit 16, Flanders, NJ 07836"
920. Fitness Grill,,3.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46764-d5108084-Reviews-Fitness_Grill-Randolph_Morris_County_New_Jersey.html,"140 State Route 10, Randolph, NJ 07869-1542"
921. McDonald's,,3.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46854-d4656525-Reviews-McDonald_s-Succasunna_Morris_County_New_Jersey.html,"249 State Route 10 E, Succasunna, NJ 07876"
922. Uncle Vinny's Pizza & Pasta,,3.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46783-d3668116-Reviews-Uncle_Vinny_s_Pizza_Pasta-Rockaway_Morris_County_New_Jersey.html,"286 US Highway 46, Rockaway, NJ 07866-3800"
923. Wexford Inn,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46569-d4625083-Reviews-Wexford_Inn-Lincoln_Park_Morris_County_New_Jersey.html,"247 Main St, Lincoln Park, NJ 07035-1722"
924. Montville Diner,$$ - $$$,3.0,"American, Diner",https://www.tripadvisor.com/Restaurant_Review-g46733-d2559158-Reviews-Montville_Diner-Pine_Brook_Montville_Morris_County_New_Jersey.html,"US Hwy 46 N, Pine Brook, Montville, NJ 07058"
925. Mule Tavern Bar & Grill,,3.0,$$ - $$$,https://www.tripadvisor.com/Restaurant_Review-g46715-d13992190-Reviews-Mule_Tavern_Bar_Grill-Parsippany_Morris_County_New_Jersey.html,"450 N Beverwyck Rd, Parsippany, NJ 07054-1535"
926. Smashburger,,4.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46727-d13173345-Reviews-Smashburger-Pequannock_Morris_County_New_Jersey.html,"500 Nj 23, Pequannock, NJ 07444"
927. 7-Eleven,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46349-d13844488-Reviews-7_Eleven-Cedar_Knolls_Morris_County_New_Jersey.html,"99 Ridgedale Ave, Cedar Knolls, NJ 07927-1634"
928. Village Food Garden at Shop Rite,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46349-d15175268-Reviews-Village_Food_Garden_at_Shop_Rite-Cedar_Knolls_Morris_County_New_Jersey.html,"178 E Hanover Ave, Cedar Knolls, NJ 07927-2038"
929. 7-Eleven,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46644-d13845561-Reviews-7_Eleven-Morris_Plains_Morris_County_New_Jersey.html,"959 Rte 53, Morris Plains, NJ 7950"
930. Cafe 438,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46401-d5244489-Reviews-Cafe_438-East_Hanover_Morris_County_New_Jersey.html,"1 Health Plz, East Hanover, NJ 07936-1016"
Chef Fredy's Table,$$$$,4.5,"American, Cajun & Creole",https://www.tripadvisor.com/Restaurant_Review-g60906-d648367-Reviews-Chef_Fredy_s_Table-Morristown_Morris_County_New_Jersey.html,"78 Speedwell Ave, Morristown, NJ 07960-6830"
931. 7-Eleven,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46401-d13844489-Reviews-7_Eleven-East_Hanover_Morris_County_New_Jersey.html,"434 Ridgedale Ave, East Hanover, NJ 07936-1403"
932. Garden Grille,,3.0,"Bar, Grill",https://www.tripadvisor.com/Restaurant_Review-g46783-d8670523-Reviews-Garden_Grille-Rockaway_Morris_County_New_Jersey.html,"375 Mount Hope Ave, Rockaway, NJ 07866-1645"
933. Edible Arrangements - 1607,,3.0,Cafe,https://www.tripadvisor.com/Restaurant_Review-g46715-d17851056-Reviews-Edible_Arrangements_1607-Parsippany_Morris_County_New_Jersey.html,"745 US Highway 46, Parsippany, NJ 07054-3410"
934. Wendy's,,3.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46715-d15782910-Reviews-Wendy_s-Parsippany_Morris_County_New_Jersey.html,"736 US Highway 46, Parsippany, NJ 07054-3401"
935. Bombay Grill Indian Restaurant,,3.0,Indian,https://www.tripadvisor.com/Restaurant_Review-g46783-d5066112-Reviews-Bombay_Grill_Indian_Restaurant-Rockaway_Morris_County_New_Jersey.html,"286 US Highway 46, Rockaway, NJ 07866-3800"
Parsippany's Best Pizza,$$ - $$$,4.5,"Pizza, Italian",https://www.tripadvisor.com/Restaurant_Review-g46715-d7140424-Reviews-Parsippany_s_Best_Pizza-Parsippany_Morris_County_New_Jersey.html,"756 Route 46 West, Parsippany, NJ 07054"
936. Berkshire Valley Golf Club Grill Room,,3.0,Grill,https://www.tripadvisor.com/Restaurant_Review-g4283643-d8425504-Reviews-Berkshire_Valley_Golf_Club_Grill_Room-Jefferson_Morris_County_New_Jersey.html,"28 Cozy Lake Rd, Jefferson, NJ 07438-9125"
937. McDonald's,,3.0,Menu,https://www.tripadvisor.com/Restaurant_Review-g46401-d4279537-Reviews-McDonald_s-East_Hanover_Morris_County_New_Jersey.html,"305 State Route 10, East Hanover, NJ 07936"
938. TGI Fridays,$$ - $$$,3.0,"American, Bar",https://www.tripadvisor.com/Restaurant_Review-g46401-d4251485-Reviews-TGI_Fridays-East_Hanover_Morris_County_New_Jersey.html,"341 State Route 10, East Hanover, NJ 07936"
939. Cluck U Chicken,$$ - $$$,3.0,American,https://www.tripadvisor.com/Restaurant_Review-g46663-d15701608-Reviews-Cluck_U_Chicken-Netcong_Morris_County_New_Jersey.html,"81 Main St, Netcong, NJ 07857-1104"
940. Domino's Pizza,$,3.0,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46715-d4653241-Reviews-Domino_s_Pizza-Parsippany_Morris_County_New_Jersey.html,"199 Littleton Rd, Parsippany, NJ 07054-1873"
941. Harvest Bistro,,3.0,,https://www.tripadvisor.com/Restaurant_Review-g46588-d20366955-Reviews-Harvest_Bistro-Madison_Morris_County_New_Jersey.html,"Main Street, Madison, NJ 07940"
942. McDonald's,,3.0,American,https://www.tripadvisor.com/Restaurant_Review-g46783-d4374140-Reviews-McDonald_s-Rockaway_Morris_County_New_Jersey.html,"201 US Highway 46, Rockaway, NJ 07866"
943. Playa Bowls,$,3.0,Healthy,https://www.tripadvisor.com/Restaurant_Review-g46392-d14060673-Reviews-Playa_Bowls-Denville_Morris_County_New_Jersey.html,"4 Broadway, Denville, NJ 07834-2704"
944. Carrot Indo-Chinese Restaurant,,3.0,Chinese,https://www.tripadvisor.com/Restaurant_Review-g46715-d4650386-Reviews-Carrot_Indo_Chinese_Restaurant-Parsippany_Morris_County_New_Jersey.html,"285 Parsippany Rd, Parsippany, NJ 07054"
945. Pizza Hut,,2.5,Pizza,https://www.tripadvisor.com/Restaurant_Review-g46764-d4960096-Reviews-Pizza_Hut-Randolph_Morris_County_New_Jersey.html,"140 S. Salem Street, Randolph, NJ 07869"
946. Boca Bowls,,3.0,Healthy,https://www.tripadvisor.com/Restaurant_Review-g46543-d14985847-Reviews-Boca_Bowls-Kinnelon_Morris_County_New_Jersey.html,"84 Boonton Ave, Kinnelon, NJ 07405-2988"
